Feature ID	Taxon
seq4412	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4413	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Segetibacter; none
seq4414	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4415	Bacteria; none; none; none; none; none; none
seq4416	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4417	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq4418	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq4419	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq4420	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq4421	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq4422	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4423	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; none
seq4424	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq4425	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4426	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4427	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; none; none; none
seq4428	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq4429	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4430	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4431	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq4432	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq4433	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas; none
seq4434	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq4435	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4436	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4437	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq4438	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium; none
seq4439	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4440	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq4441	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq4442	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4443	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Piscinibacter; none
seq4444	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Acidipila-Silvibacterium; none
seq4445	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq4446	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4447	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4448	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4449	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Delftia; none
seq4450	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4451	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4452	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq4453	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq4454	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; MN 122.2a; none
seq4455	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq4456	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4457	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq4458	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4459	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4460	Bacteria; Chloroflexi; AD3; none; none; none; none
seq4461	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4462	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4463	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Candidatus Berkiella; none
seq4464	Bacteria; Proteobacteria; Gammaproteobacteria; WD260; none; none; none
seq4465	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4466	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq4467	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Microscillaceae; none; none
seq4468	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; none; none
seq4469	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq4470	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq4471	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4472	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4473	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq4474	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq4475	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4476	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4477	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq4478	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4479	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4480	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; none; none
seq4481	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; none; none
seq4482	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4483	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq4484	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Inquilinaceae; Inquilinus; none
seq4485	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4486	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); none; none
seq4487	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pir4 lineage; none
seq4488	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq4489	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; none
seq4490	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq4491	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4492	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4493	Bacteria; FCPU426; none; none; none; none; none
seq4494	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Candidatus Nostocoida; none
seq4495	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4496	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4497	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4498	Bacteria; Acidobacteriota; Subgroup 5; none; none; none; none
seq4499	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq4500	Bacteria; Proteobacteria; Gammaproteobacteria; WD260; none; none; none
seq4501	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq4502	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq4503	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; Ellin516; none
seq4504	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4505	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; JGI 0001001-H03; none
seq4506	Bacteria; Chloroflexi; Dehalococcoidia; S085; none; none; none
seq4507	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4508	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq4509	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; cvE6; none; none
seq4510	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq4511	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4512	Bacteria; Firmicutes; Bacilli; Thermoactinomycetales; Thermoactinomycetaceae; none; none
seq4513	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq4514	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq4515	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4516	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4517	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4518	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Segetibacter; none
seq4519	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flavisolibacter; none
seq4520	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4521	Bacteria; Chloroflexi; Anaerolineae; Ardenticatenales; Ardenticatenaceae; none; none
seq4522	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Psychroglaciecola; none
seq4523	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq4524	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4525	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq4526	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq4527	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq4528	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4529	Bacteria; Elusimicrobiota; Lineage IIa; none; none; none; none
seq4530	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq4531	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq4532	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4533	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb.Bin063-1; none
seq4534	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4535	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Aureimonas; none
seq4536	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4537	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4538	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4539	Bacteria; Chloroflexi; AD3; none; none; none; none
seq4540	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; LD29; none
seq4541	Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; none; none; none
seq4542	Bacteria; Acidobacteriota; Acidobacteriae; none; none; none; none
seq4543	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq4544	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4545	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4546	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4547	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq4548	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4549	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4550	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4551	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq4552	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4553	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4554	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4555	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq4556	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq4557	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4558	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4559	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4560	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4561	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans; none
seq4562	Bacteria; Actinobacteriota; Thermoleophilia; none; none; none; none
seq4563	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4564	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4565	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Quadrisphaera; none
seq4566	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq4567	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq4568	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4569	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4570	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4571	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; P3OB-42; none
seq4572	Bacteria; none; none; none; none; none; none
seq4573	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4574	Bacteria; none; none; none; none; none; none
seq4575	none; none; none; none; none; none; none
seq4576	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq4577	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq4578	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; Pedosphaera; none
seq4579	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq4580	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq4581	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq4582	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4583	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq4584	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; none
seq4585	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4586	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rudaea; none
seq4587	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq4588	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq4589	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; none; none
seq4590	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4591	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4592	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); none; none
seq4593	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodopila; none
seq4594	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq4595	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4596	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; none; none
seq4597	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Robbsia; none
seq4598	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4599	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq4600	Bacteria; Myxococcota; Polyangia; Polyangiales; BIrii41; none; none
seq4601	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4602	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; Ktedonobacter; none
seq4603	Bacteria; WPS-2; none; none; none; none; none
seq4604	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4605	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq4606	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; none
seq4607	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq4608	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
